0.71,2.39,1.2,3.24,4.24,6.02,4.94,6.05,4.23,2.37,4.51,1.82,-0.12,0.62,1.32,1.25,0.29,0.19,1.48,1.35,-1.48,-0.02,0.87,-0.16,-0.09,-1.21,1.23,-0.77,0.19,0.37,-0.75,-0.94,-0.36,-0.14,1.29,0.82,-1.17,-1.27,0.12,1.76,1
-0.75,1.97,1.86,-0.21,-0.18,1.9,2.39,3.59,3.54,6.06,3.91,5.04,3.38,2.24,0.89,1.04,1.02,-0.48,0.35,-1.11,0.95,0.32,-0.12,0.36,0.61,-1.91,-1.31,0.96,1.39,-0.03,0.09,0.51,1.29,1.45,-2.2,-1.54,-1.36,-0.48,-1.17,1.97,1
-1.31,-0.25,0.6,-0.29,2.21,1.64,1.57,2.39,5.15,4.8,3.9,4.77,2.47,1.12,3.07,0.2,-0.37,0.31,1.54,0.83,0.45,-0.86,-0.34,1.12,1.25,1.07,-0.44,1.2,0.64,0.41,-2.51,-0.96,0.64,0.55,-0.86,1.33,1.18,0.28,-0.51,1.34,1
-2.48,0.25,1.79,2.45,2.42,3.39,6.65,4.1,4.25,4.62,4.58,4.56,3.08,-0.36,1.71,0.03,-1.23,-0.47,0.77,0.7,1.45,-0.13,-1.4,-0.04,-0.05,0.6,-0.12,-0.96,-1.57,-2.61,-0.47,1.1,0.57,-0.53,-0.79,0.61,0.18,1.55,2.09,-0.74,1
0.21,0.45,0.08,0.84,0.02,1.1,1.13,2.1,3.54,5.12,5.19,4.35,3.86,4.64,2.94,0.29,-0.07,-0.31,-0.65,0.74,-0.37,0.65,-1.67,0.01,-0.23,0.83,0.87,1.18,1.25,1.35,0.8,0.01,-0.32,0.19,1.68,-0.34,-0.17,-0.2,-0.48,1.78,2
0.14,0.8,-0.11,1.05,0.65,0.27,1.58,2.25,2.25,5.32,5.65,3.64,4.33,2.69,2.93,-1.37,-2.55,-0.42,0.08,-0.21,-0.93,-0.61,0.31,0.11,0.02,-2.2,-0.47,-1.45,-0.16,0.25,2.13,-0.12,-0.22,1.35,0.16,0.48,-0.7,-0.29,-1.22,0.59,1
-0.64,1.45,-1.72,-1.03,-2.04,-1.57,0.72,-0.83,0.65,0.15,0.87,2.01,5.39,3.52,5.05,4.24,4.65,0.74,1.61,1.9,0.61,-0.52,-0.37,1.11,-1.37,-1.33,-0.76,0.48,0.54,-1.5,-0.99,0.04,1.09,0.07,1.27,-0.46,-0.17,-1.12,-0.53,-1.55,2
-0.75,1.46,0.26,0.82,0.09,1.71,4.38,3.76,3.54,4.76,3.52,2.39,2.56,0.82,2.09,0.51,0.18,0.37,-1.44,-1.22,-0.84,-2.06,0.95,-0.28,0.57,1.23,1.45,-2.0,-1.57,-0.03,0.04,-0.66,0.2,-0.42,-0.03,0.18,-0.5,-0.25,0.39,1.15,1
1.42,1.97,-0.01,0.08,-0.62,-2.15,0.69,2.27,3.23,1.53,3.35,3.56,2.4,1.21,6.24,3.09,2.96,2.58,1.95,-1.1,-0.35,-0.07,0.33,-1.65,-0.11,-1.66,-0.82,1.06,0.12,-0.87,0.32,0.36,-0.41,0.25,-0.94,-2.3,-0.24,0.16,-0.85,-0.63,2
-0.9,1.38,1.2,1.19,2.84,1.92,2.37,3.1,5.5,2.79,4.42,3.71,1.34,2.13,1.43,0.39,0.56,-0.25,-0.12,2.0,-0.38,0.61,1.08,0.03,0.29,1.12,-1.59,1.21,-0.29,-0.61,-0.41,1.83,0.06,0.19,1.32,1.29,-0.03,-1.32,1.58,1.61,1
-0.21,0.87,1.96,-0.45,-0.62,-0.69,2.61,0.71,1.52,3.2,4.12,3.96,2.84,2.42,4.49,1.54,2.67,0.38,2.92,-0.34,-0.67,-2.6,0.6,-0.43,-0.03,0.65,1.36,1.11,0.55,-0.83,-1.27,1.7,1.92,-1.26,0.95,-0.45,-1.15,-2.76,-0.59,-2.39,2
-2.26,-0.57,-0.12,2.14,0.4,-0.41,0.1,0.98,-0.17,3.1,2.17,2.59,3.07,5.12,5.99,2.78,2.5,2.86,2.28,0.49,0.08,0.24,0.81,-0.46,1.2,0.15,0.05,-0.64,0.86,-0.93,-1.35,0.17,1.13,-1.59,1.43,-1.42,-1.49,0.66,0.54,-0.91,2
-0.43,1.94,-0.07,2.27,1.79,4.52,4.37,4.67,4.83,3.76,0.92,1.53,0.43,1.06,-0.92,-0.59,1.33,2.35,0.46,-0.63,0.12,-1.2,0.17,-0.21,-0.94,-0.32,-0.15,-0.1,-0.47,1.09,0.32,-0.98,-0.19,-1.84,-0.12,1.0,-1.48,-0.53,-1.12,-0.43,1
0.82,0.14,0.88,0.27,1.66,-0.23,-1.31,1.62,1.45,1.67,3.99,3.59,1.02,3.88,5.62,4.94,2.64,2.6,0.86,0.53,0.47,-0.94,-1.63,-0.4,0.85,0.35,-0.54,-0.08,-0.77,0.09,0.67,-0.32,1.04,0.09,2.12,0.78,-0.64,0.31,1.52,-0.37,2
-0.45,1.97,0.67,-0.35,-1.31,-0.45,0.48,1.09,3.94,5.77,6.65,5.27,5.63,4.44,2.67,2.46,0.72,1.33,-0.53,1.23,-2.26,-1.11,0.58,-1.08,0.06,0.83,0.23,3.59,-0.21,1.39,0.95,-1.7,0.66,0.99,2.62,1.85,-0.47,-0.19,0.12,0.94,2
1.6,1.37,1.03,-1.0,-1.81,-1.46,2.87,1.78,0.84,2.88,2.47,4.88,4.27,5.1,4.86,2.99,1.42,2.13,2.16,0.73,0.65,-1.41,0.24,1.17,0.67,-0.05,0.42,0.69,0.19,-0.95,-0.5,0.93,0.11,-0.14,0.47,1.3,0.59,2.98,-0.57,0.22,2
-1.15,0.27,0.42,0.32,1.47,0.58,1.42,3.65,2.93,3.59,5.11,4.56,2.92,4.24,2.02,2.85,-0.53,0.44,0.7,0.48,-1.19,-0.84,-0.74,-0.7,-1.14,-0.57,-0.37,-0.96,0.39,-0.81,-0.29,-0.12,-2.24,-0.18,-0.11,0.81,0.06,-0.1,0.53,0.59,2
0.67,-0.21,1.16,0.83,-0.73,1.31,2.82,0.64,2.94,2.93,4.58,2.67,3.98,2.64,3.47,3.83,0.92,2.06,1.78,1.67,-0.02,0.19,1.74,-0.71,-1.89,-0.99,0.15,-0.34,-1.64,0.46,0.3,-0.95,1.2,-0.26,0.02,-0.98,0.08,1.76,3.01,0.13,2
0.22,-0.77,-0.72,-0.05,1.27,1.17,2.13,0.67,0.74,2.34,4.08,4.01,2.66,4.57,5.53,2.43,3.51,3.49,2.41,1.25,-0.01,0.62,1.4,1.39,0.1,0.94,0.04,-0.29,1.03,0.68,-0.74,0.74,-0.74,-0.74,-0.19,1.02,-0.73,-0.93,1.46,-0.33,2
-0.2,-0.62,0.9,2.07,3.5,4.63,5.24,4.23,4.43,2.93,2.68,1.74,0.39,0.06,0.44,0.23,-0.38,-0.1,0.89,-0.72,1.38,0.55,-0.98,0.67,0.94,-0.48,0.76,-0.16,-0.15,0.2,0.38,0.89,1.71,1.63,0.34,-0.51,-0.27,0.98,-0.05,0.44,1
-0.08,-1.02,-0.15,0.51,0.32,1.28,0.22,1.97,-1.5,4.36,3.73,3.69,5.41,4.61,2.62,3.64,1.72,-1.11,0.76,1.0,-1.3,1.06,0.89,1.77,-1.12,-0.3,-0.77,-0.36,0.05,-1.4,-1.18,-0.5,-1.01,-0.21,-0.89,0.63,0.36,0.96,2.0,-0.59,2
-1.22,0.27,-0.04,2.62,4.69,3.39,5.47,4.02,2.68,2.0,3.08,1.47,1.46,-1.51,1.01,1.45,0.51,-0.08,-1.03,-0.01,0.29,1.08,0.34,-0.06,0.69,0.33,0.19,-0.15,-0.12,0.86,1.39,-0.22,1.01,1.36,-1.07,1.47,-2.04,-0.34,-0.54,-1.7,1
0.59,-1.37,1.44,-0.6,0.57,-0.02,0.77,1.18,2.81,4.23,4.84,4.7,6.17,5.04,1.33,1.73,-0.06,3.42,1.9,-0.8,0.96,0.13,0.1,-0.57,-0.58,1.11,-0.75,1.13,-1.51,0.3,0.18,0.69,0.06,-0.54,-1.06,-0.89,1.25,-0.2,-0.82,-0.84,2
-0.44,0.71,0.13,-0.15,-1.83,0.81,-0.66,2.33,1.74,1.61,1.59,2.67,3.33,4.5,6.91,3.23,2.58,2.68,1.87,-0.01,0.89,0.4,-0.48,-0.04,0.79,0.77,-1.03,-3.03,-0.79,0.53,-1.36,0.97,-0.62,-1.59,0.82,2.02,0.79,-0.65,-0.68,1.34,2
0.6,-0.13,1.48,-0.56,0.06,1.29,4.09,4.41,4.75,4.46,4.98,3.77,2.51,3.61,2.3,0.74,-0.75,-0.97,-0.66,-0.28,-1.19,0.8,0.09,-0.09,0.09,-2.44,0.94,0.8,-2.35,-1.66,-0.77,0.09,1.57,1.09,-0.42,-0.24,0.89,-0.4,1.18,1.66,1
-0.51,-0.01,-1.32,-0.85,0.89,-1.0,1.65,3.48,2.91,2.95,6.04,3.1,4.35,4.38,2.87,2.4,1.68,1.29,-0.67,1.09,-1.53,-0.49,0.53,-0.44,1.01,0.62,0.8,0.72,-0.97,0.44,-0.03,-1.35,-1.17,-0.14,-2.1,-1.07,1.6,-1.17,-0.69,1.56,2
0.05,1.56,2.21,3.03,3.8,4.82,5.13,5.0,3.62,1.49,0.41,0.86,-0.12,0.77,0.66,-0.74,0.29,-0.75,1.19,0.37,0.52,0.79,0.31,-1.3,-0.93,-0.66,-1.19,-0.44,0.73,0.88,-1.69,-0.55,0.28,-0.34,-0.69,0.73,-0.22,0.96,-0.2,0.69,1
0.42,1.97,1.86,2.89,2.86,4.32,5.97,3.0,5.51,3.08,0.25,-0.02,1.24,0.69,-1.48,1.06,0.03,-0.03,-0.08,-0.16,0.14,-1.73,-0.95,-0.21,-0.2,-1.03,0.37,-0.38,1.4,0.39,0.35,0.74,0.07,1.47,-0.31,0.29,-1.54,-0.75,-0.62,-0.27,1
0.53,0.39,1.23,1.02,0.6,2.19,3.5,2.81,3.92,5.12,5.91,4.17,3.23,2.3,1.25,1.51,0.05,-1.15,0.69,-0.17,0.07,-0.55,-1.08,-0.89,-0.36,0.37,1.01,-0.42,1.0,0.66,-0.35,-0.07,-0.37,0.23,-0.0,-0.26,0.4,-0.29,2.05,-0.48,1
-0.32,-1.4,-1.32,-1.42,0.76,-0.71,2.53,3.76,3.39,4.03,5.93,3.14,3.92,4.4,5.72,2.05,0.59,-0.84,-0.24,-0.08,0.87,-0.2,-1.09,0.09,1.04,-0.64,0.67,0.27,-1.23,-0.7,-0.05,1.39,-0.61,0.13,-0.46,0.09,0.23,-0.09,0.77,0.02,2
0.47,-0.27,-0.89,2.18,2.66,4.08,2.06,5.85,2.58,3.82,4.46,3.51,-0.24,1.58,0.58,-0.42,0.05,-0.72,-3.62,1.78,-0.17,-0.32,0.27,0.63,0.66,0.08,0.61,-0.25,-0.72,-0.38,0.24,1.29,-3.27,-0.02,2.47,-1.15,2.38,-1.01,0.68,1.14,1
-1.13,1.53,1.35,2.94,-1.7,1.46,3.17,1.22,0.86,5.56,5.67,3.96,3.58,3.67,1.02,-0.24,0.0,-1.36,1.26,-0.41,-0.71,-0.16,0.39,1.21,-0.05,-0.32,0.24,0.69,0.59,-2.53,0.31,0.37,0.3,-0.57,-0.18,1.02,-1.07,-0.29,-0.32,-0.88,1
0.43,1.14,2.16,1.98,3.16,5.17,4.25,4.26,3.23,2.03,1.5,1.06,0.91,0.93,-1.0,-0.03,-2.37,0.7,-0.66,-0.15,2.27,1.3,-0.01,-0.39,0.57,1.19,1.18,1.76,0.32,-1.23,0.28,-0.19,-1.42,0.2,0.84,-1.3,-0.29,-1.35,0.77,0.45,1
-0.39,0.46,-0.41,1.41,-1.6,0.48,1.06,2.87,0.54,3.34,1.14,3.63,5.56,4.58,4.09,3.85,2.35,2.75,1.17,0.27,0.69,0.64,0.67,-0.83,1.21,0.43,1.93,-2.12,1.11,0.17,-1.15,1.57,0.61,-1.28,-0.72,-1.37,0.44,0.96,0.13,-0.83,2
0.3,0.48,0.29,0.27,-0.21,-0.62,1.78,0.14,1.73,0.58,2.13,4.75,4.59,2.45,5.5,2.66,1.25,1.53,3.67,1.13,-1.25,1.54,-0.39,0.56,-0.86,-0.67,-1.76,0.52,-1.59,1.68,0.75,0.89,-0.31,0.05,-1.97,0.28,-0.61,1.03,1.89,0.48,2
0.87,1.0,0.7,0.05,0.72,0.47,2.38,2.79,2.36,3.94,6.45,4.55,2.5,3.46,-0.07,0.74,-0.28,-0.13,1.13,1.58,-0.71,0.44,-0.87,0.35,-1.96,0.63,-0.81,0.86,0.12,0.15,1.13,1.78,-0.3,-1.1,-0.27,-0.07,0.05,-0.13,0.76,-1.42,1
-0.01,0.22,0.38,0.25,1.63,-0.89,0.79,0.29,-0.97,2.57,2.5,4.34,2.51,2.74,6.13,4.0,3.52,3.27,0.91,2.23,0.39,-2.15,1.27,0.17,-1.08,1.89,-0.5,-0.25,-0.68,-1.42,0.69,-0.63,-0.53,0.32,0.92,-0.66,0.65,-0.65,0.44,-0.32,2
0.52,-1.13,-0.11,0.78,-0.23,1.66,0.1,1.45,1.3,2.05,2.88,3.1,2.28,4.7,4.51,2.85,1.83,1.7,1.87,1.77,-0.66,-0.53,0.94,-0.09,0.53,0.58,0.02,0.72,0.75,-1.46,0.53,-0.09,-0.36,2.51,-1.99,0.78,0.51,-0.56,-0.5,-2.88,2
0.64,0.27,-0.82,-0.34,-0.7,0.45,0.67,2.34,1.61,3.06,4.8,5.25,3.16,4.42,1.35,1.36,0.25,0.49,-0.63,-0.75,-0.84,0.19,-0.94,-0.99,-0.17,0.03,-0.0,1.37,0.95,0.01,1.94,1.47,-1.88,2.27,-0.02,0.26,0.18,-0.88,-1.33,-0.44,2
1.31,-1.52,-0.37,1.05,-0.58,0.82,-0.19,0.42,1.17,1.02,2.71,2.39,4.05,3.39,6.08,4.06,5.05,3.28,0.06,0.91,0.16,0.07,1.68,0.39,0.75,-1.46,1.39,-0.42,1.7,-0.46,-1.98,1.13,-0.13,-0.44,1.51,1.07,-2.53,-0.74,1.59,-0.19,2
-0.22,-0.61,2.69,5.07,3.92,1.84,6.23,5.03,5.48,2.83,2.1,2.7,1.56,-0.17,1.13,0.97,1.52,-2.26,-0.83,-1.45,-0.95,-0.81,-0.14,-0.09,-0.33,0.06,-0.54,0.4,-0.01,3.25,0.86,0.17,-0.21,-0.71,0.11,0.18,-0.75,0.06,0.09,0.14,1
0.16,1.38,-0.42,-1.24,0.19,-1.45,1.11,0.68,0.07,3.41,3.31,1.97,5.48,4.85,6.16,4.38,4.18,3.46,1.93,0.68,1.41,-0.41,0.24,0.9,-0.97,-0.43,0.81,0.42,0.47,-1.21,0.38,0.3,-0.5,0.74,-0.88,1.53,-1.53,-0.44,-0.34,1.07,2
-0.86,1.34,2.05,2.53,4.54,5.35,4.99,7.23,5.17,3.55,2.33,1.42,-0.14,1.16,-0.58,0.56,-0.88,0.78,-1.15,0.44,0.38,1.43,0.42,0.17,-1.35,0.29,1.15,0.18,0.51,0.92,0.43,-1.96,-0.53,-0.59,1.61,0.33,-0.93,-0.58,-0.34,0.34,1
-0.38,1.81,-0.12,0.52,1.93,4.07,4.15,4.5,3.96,3.42,4.45,0.83,2.07,3.02,0.41,2.09,0.25,-0.09,-0.95,0.94,-2.35,1.13,1.14,-1.27,-0.53,1.22,0.26,-0.2,0.26,-0.07,-0.42,-0.44,-1.04,-0.97,-0.34,-3.1,1.49,0.1,-1.14,1.49,1
1.04,-0.86,-0.12,-2.08,0.7,2.18,1.36,4.17,4.89,4.24,5.77,3.8,3.26,2.0,1.99,1.36,0.34,0.33,0.35,0.53,0.04,-0.28,0.1,-0.7,-0.05,-0.51,-1.65,0.35,2.23,-0.34,-0.58,-1.73,-0.49,-0.08,-0.49,0.91,0.66,0.36,0.72,1.18,1
1.66,1.77,-1.17,0.72,0.16,0.96,1.54,2.19,2.99,2.03,4.06,4.39,3.1,4.79,4.49,4.5,2.03,3.62,0.98,0.81,-2.55,0.75,-0.27,-0.23,1.08,0.6,0.45,1.57,0.74,1.84,-0.28,0.63,0.07,-0.29,0.14,-1.13,0.39,-0.39,-0.89,-1.24,2
0.56,-0.85,-2.28,-1.39,0.37,0.1,1.18,0.27,4.31,3.89,6.69,3.49,3.86,2.12,1.53,2.97,2.48,-0.07,1.51,1.42,-0.25,-0.27,1.96,-0.44,-0.8,0.31,0.43,-0.94,0.86,0.58,0.51,0.72,-1.14,-0.56,-0.46,1.13,0.1,-1.21,-0.56,-1.79,2
0.77,0.68,-0.01,1.11,4.36,2.39,4.48,3.95,4.46,4.23,4.26,1.5,1.62,0.67,0.16,0.39,0.5,-0.68,0.55,0.75,-0.64,0.72,0.96,0.84,-0.69,-1.03,1.54,-0.69,0.93,-0.36,-1.39,0.26,0.98,-0.31,-0.7,-0.6,-0.8,1.23,-0.11,0.76,1
1.26,-0.61,-1.25,-1.42,-0.71,-0.26,0.96,2.6,0.64,5.59,4.44,5.07,3.91,4.31,3.69,1.32,0.36,0.85,1.22,0.59,-0.04,-0.21,-1.13,-0.19,-0.88,-0.67,1.69,-0.49,0.47,0.33,-0.93,0.61,-0.6,1.01,0.37,-1.02,-1.42,-0.11,-0.64,-1.46,2
-0.41,-0.1,-1.69,-0.14,0.57,0.91,1.64,0.91,2.75,4.29,3.87,3.14,4.22,2.91,4.89,2.68,2.52,0.75,-0.34,0.48,0.15,2.14,0.39,0.14,-0.39,-0.15,-0.34,0.3,0.05,0.49,0.08,-0.93,0.42,-0.48,-1.26,0.51,1.67,-0.93,-1.11,2.45,2
-0.27,1.25,2.58,1.25,3.71,4.28,4.28,5.15,1.89,4.21,0.85,1.48,-0.05,-0.07,-0.33,-1.05,-0.93,0.19,-1.6,0.55,0.08,0.49,0.52,-1.52,-0.22,-0.76,-1.19,-0.28,0.24,0.22,1.82,-0.66,0.34,1.98,-1.14,-0.07,-0.42,-1.2,0.68,0.77,1
0.44,-0.12,1.9,1.25,3.38,3.86,3.55,5.97,4.09,4.66,4.15,2.38,1.71,0.66,0.44,-0.8,-1.31,0.15,-0.55,-1.05,0.0,-0.04,1.47,1.3,-0.97,-0.72,-0.56,-0.43,-0.05,-0.51,-0.4,1.29,0.96,0.21,-1.71,0.44,-0.85,-0.24,-1.2,-0.14,1
0.67,0.42,0.25,2.34,2.1,6.06,4.6,4.75,4.54,3.81,4.51,2.6,1.16,2.25,2.95,-0.05,-0.34,-0.3,-0.01,0.2,-0.81,-0.1,1.11,-1.57,-1.14,-1.34,-0.18,-0.34,0.24,-0.02,-0.52,0.5,0.0,0.66,0.32,-0.82,0.84,0.12,1.22,2.23,1
0.11,-0.45,1.08,0.57,1.53,1.1,3.13,3.9,3.16,5.2,4.7,3.83,2.82,4.17,1.56,-1.66,-0.37,-3.14,0.1,-0.1,0.43,0.71,0.41,1.76,0.15,-1.04,-0.4,0.22,0.41,0.72,0.42,-0.58,0.31,1.25,-0.64,-0.08,0.31,-1.19,-0.63,-0.87,1
-1.95,-0.65,0.77,-0.55,-1.51,1.01,0.64,2.5,2.65,4.99,6.35,3.71,3.06,2.98,3.4,2.71,1.82,0.15,-0.08,0.39,0.68,-0.83,-0.15,-1.33,0.12,-0.19,0.19,-0.8,0.75,-1.12,0.73,1.18,0.13,0.29,0.1,-0.98,1.83,0.15,-0.75,0.32,2
-0.19,-0.12,-0.62,1.59,-1.55,1.46,3.07,1.28,5.0,4.27,6.85,4.38,2.49,2.83,0.71,1.42,0.33,0.08,0.89,1.34,-0.44,1.44,1.62,-0.76,-0.57,1.01,-0.97,-0.31,0.46,0.81,2.21,0.57,-1.63,-0.21,0.62,-0.14,2.52,0.43,-2.4,-0.9,1
1.34,1.41,1.47,3.47,2.44,3.5,2.61,3.97,3.54,2.85,3.75,4.26,0.65,1.46,0.58,0.74,2.08,0.19,0.87,0.35,-1.23,0.32,0.38,-0.37,-0.33,-0.3,0.33,0.56,-0.02,-0.29,-0.35,-1.17,-1.9,0.85,-1.47,-1.94,0.9,1.16,-0.29,0.01,1
1.04,-0.07,-0.59,2.11,1.56,-0.18,1.64,3.05,3.11,4.93,5.88,3.63,5.34,3.59,1.38,1.23,-0.39,-0.22,-1.71,-0.2,-0.56,-0.77,1.06,-0.31,0.9,0.08,-0.2,0.37,-0.72,-0.95,-0.91,0.68,0.78,1.03,-1.66,-2.21,-0.72,0.46,0.35,-0.3,1
-0.01,0.92,0.78,1.97,2.42,2.83,5.27,3.64,3.81,1.47,-0.46,1.41,-1.65,0.21,3.36,0.79,0.52,1.24,1.34,1.82,0.38,-0.23,-0.98,0.45,-1.2,0.06,-1.09,-1.13,-0.22,-0.62,-0.18,-0.15,-1.18,0.17,0.18,0.6,-0.19,0.34,-1.4,-0.57,1
-0.37,-1.11,0.09,0.13,-2.42,0.19,0.66,1.41,1.0,2.65,4.28,5.03,4.52,5.82,3.15,3.23,2.57,2.57,1.69,1.2,-0.58,0.34,-0.25,0.72,-3.17,0.12,-0.86,0.79,-1.14,-0.34,-0.43,-0.21,-2.52,-0.19,-0.82,-0.44,-2.51,0.62,-2.19,0.24,2
-0.17,1.99,-0.7,2.11,1.58,3.41,3.35,3.01,3.1,3.13,5.78,2.72,2.78,1.73,2.67,-0.19,-1.31,-2.43,-0.23,0.71,-0.16,0.31,-1.21,1.64,0.97,0.47,-0.51,1.16,-0.35,0.13,-1.01,-0.65,-1.68,1.39,-0.76,-0.4,-1.39,1.56,0.66,-0.96,1
-1.54,-2.09,-0.48,-0.64,-0.35,3.62,-1.27,-1.06,2.18,1.55,2.7,1.42,3.47,5.71,3.65,5.4,1.98,0.4,1.42,3.27,0.12,-0.34,-1.6,-2.04,-0.13,0.2,0.86,-0.5,0.86,1.29,-1.71,-0.66,0.1,-0.9,1.13,1.84,-0.01,0.9,-0.88,-0.66,2
-0.3,-0.46,-0.79,-0.25,-0.36,0.56,1.32,0.66,0.66,2.71,2.04,3.58,6.05,5.69,4.97,5.06,2.57,2.85,0.23,1.13,0.88,0.76,-0.94,-0.62,0.79,-2.21,0.74,-1.71,-0.13,-0.63,-0.36,-0.41,-1.11,0.23,0.71,-0.91,-1.07,-0.09,0.85,-0.06,2
1.6,0.1,-0.06,-1.05,-1.35,-0.05,-0.06,0.66,4.48,3.06,3.46,4.26,3.43,6.21,4.17,5.01,3.85,2.19,0.89,-0.64,-1.28,2.21,0.15,1.37,2.2,-0.84,-1.08,-0.34,-2.2,-0.49,2.3,1.87,0.55,-0.97,0.95,0.24,-1.2,0.71,-0.91,-1.39,2
0.14,2.27,0.64,0.67,-2.24,0.65,-0.51,1.12,0.42,0.75,1.28,4.45,4.54,4.98,6.93,4.56,4.16,2.72,2.83,1.71,1.5,-0.17,0.32,-0.57,-0.13,1.0,-0.27,0.17,0.04,-0.64,-0.79,-0.79,1.66,-0.39,0.72,-1.0,-0.82,-2.13,1.19,-2.34,2
